Restaurant,Mon,Tue,Wed,Thu,Fri,Sat,Sun
Kincaid's - Honolulu,"[[435, 930]]",[],"[[450, 1065]]","[[795, 1290]]","[[720, 1230]]","[[300, 1140]]","[[720, 1230]]"
Monkeypod Kitchen - Ko Olina,"[[345, 1215], [0, 150]]",[],"[[420, 825]]","[[345, 1215]]","[[930, 1095]]",[],"[[810, 1440]]"
Charley's Restaurant & Saloon,"[[420, 975], [0, 105]]",[],"[[540, 720]]","[[420, 975]]","[[1005, 1440]]","[[0, 60], [1005, 1440]]","[[0, 150], [390, 1440]]"
Saltimbocca,"[[0, 60]]","[[885, 1125]]","[[1005, 1440]]","[[0, 210], [600, 1095]]","[[1035, 1245]]","[[1035, 1440]]","[[0, 90], [825, 1440]]"
Ocean House Restaurant,"[[330, 1425]]","[[1050, 1440]]","[[0, 720]]","[[540, 915]]","[[900, 1425]]","[[1005, 1350]]","[[885, 1425]]"
Kai Sushi - The Ritz-Carlton Kapalua,[],"[[870, 1440]]","[[0, 735], [780, 1020]]","[[675, 960]]","[[300, 1320]]","[[675, 960]]","[[780, 1020]]"
The Terrace Chef-Crafted - The Ritz-Carlton Kapalua,"[[885, 1350]]","[[900, 1170]]","[[885, 1350]]","[[900, 1170]]","[[885, 1350]]","[[300, 615]]","[[1065, 1200]]"
Roy's Waikoloa Bar & Grill,"[[990, 1380]]","[[990, 1440]]","[[0, 75], [945, 1410]]","[[660, 1245]]","[[405, 1305]]","[[915, 1440]]","[[0, 765], [885, 1230]]"
Fresco - Hilton Hawaiian Village,"[[435, 1275]]","[[795, 1335]]","[[345, 1200]]","[[645, 660]]","[[435, 1275]]","[[1020, 1440]]","[[0, 720], [765, 1350]]"
The Pineapple Room by Alan Wong,"[[930, 1185]]","[[825, 1275]]","[[570, 1395]]",[],"[[690, 1425]]","[[465, 1230]]","[[795, 1215]]"
Grand Dining Room - Grand Wailea - Waldorf Astoria,"[[795, 975]]","[[555, 1125]]","[[975, 1050]]","[[540, 1350]]","[[930, 1140]]",[],[]
Kobe Japanese Steak House Maui,"[[855, 1035]]",[],"[[945, 1020]]","[[855, 1035]]","[[390, 555]]","[[615, 1440]]","[[945, 1020], [0, 195]]"
Casa di Amici,"[[0, 225]]",[],[],[],"[[330, 1440]]","[[0, 90], [300, 1035]]","[[810, 1440]]"
Black Rock Steak & Seafood,"[[480, 930]]","[[555, 735]]","[[720, 1320]]","[[690, 1440]]","[[0, 225], [540, 1440]]","[[0, 75]]","[[465, 1425]]"
Kono's on the Green,"[[765, 1215]]","[[765, 855]]",[],"[[615, 975]]","[[795, 1440]]","[[0, 720]]","[[540, 945]]"
Fu Lin Seafood Chinese Restaurant,"[[840, 1440]]","[[0, 150], [435, 915]]","[[675, 945]]","[[915, 1440]]","[[0, 735], [435, 855]]","[[840, 1440]]","[[0, 150], [945, 1245]]"
Mac 24/7 Bar & Restaurant,"[[585, 690]]",[],"[[915, 1275]]","[[690, 1035]]","[[525, 1065]]","[[690, 1035]]",[]
Rita's Steak & Fish House,"[[1065, 1425], [0, 75]]","[[855, 1065]]","[[780, 1260]]","[[300, 750]]","[[780, 1260]]","[[900, 1050]]","[[855, 1440]]"
Gerard's Restaurant Maui,"[[780, 1440]]","[[0, 150]]","[[765, 1185]]","[[780, 1440]]","[[0, 150], [690, 1065]]","[[960, 1350]]",[]
Stage Restaurant Hawaii,"[[345, 1440], [0, 210]]","[[0, 210], [300, 735]]","[[345, 1440]]","[[0, 210], [720, 1365]]","[[450, 795]]","[[720, 1365]]","[[540, 1440]]"
Rays on the Bay,"[[540, 1230]]",[],"[[615, 1440]]","[[0, 195], [840, 1215]]","[[720, 1440]]","[[840, 1215], [0, 60]]","[[450, 1200]]"
Roy's - Kaanapali,[],"[[630, 1260]]",[],"[[570, 1065]]","[[780, 1005]]",[],"[[480, 825]]"
Chart House - Waikiki,"[[750, 1440]]","[[0, 195], [315, 1365]]","[[750, 1440]]","[[0, 195], [855, 960]]","[[975, 1275]]","[[315, 1365]]","[[450, 630]]"
Kailani,[],[],"[[600, 840]]","[[765, 795]]","[[975, 1440]]","[[0, 60], [675, 1440]]","[[0, 60]]"
Cactus,"[[1020, 1170]]",[],"[[960, 1275]]","[[1020, 1170]]","[[990, 1035]]",[],"[[420, 510]]"
Sale Pepe,"[[825, 1440]]","[[0, 765], [690, 1110]]","[[825, 1440]]","[[0, 765], [1020, 1260]]","[[510, 1275]]","[[765, 1335]]","[[1020, 1260]]"
Eggs 'N Things,"[[555, 1320], [0, 195]]","[[1065, 1335]]","[[405, 495]]","[[1065, 1170]]","[[885, 1305]]","[[405, 495]]","[[945, 1440]]"
Mala Ocean Tavern - Lahaina,"[[825, 1440]]","[[0, 60]]","[[975, 1440]]","[[0, 180]]","[[795, 1005]]","[[705, 795]]","[[720, 1290]]"
Keei Cafe,"[[930, 1200]]","[[810, 1440]]","[[0, 165], [435, 585]]","[[435, 1230]]","[[810, 1440]]","[[0, 165], [435, 1230]]","[[510, 1230]]"
W Bistro at 1010,[],"[[540, 1170]]","[[1050, 1440]]","[[0, 75], [705, 1440]]","[[0, 180], [675, 1170]]","[[1050, 1440]]","[[0, 75], [675, 1170]]"
Kupanaha (Ka'anapali Dinner Theater),"[[315, 750], [0, 75]]","[[585, 780]]","[[885, 1320]]","[[390, 1395]]","[[585, 780]]","[[660, 1440]]","[[0, 75], [900, 1440]]"
Seoul Jung - Waikiki Resort Hotel,"[[525, 1350]]","[[780, 1140]]",[],"[[615, 1215]]","[[525, 1350]]","[[600, 1155]]","[[615, 1215]]"
Pa'akai (FKA: Twenty One Degrees North),[],"[[960, 1440]]","[[0, 75], [900, 1065]]","[[1065, 1320]]","[[615, 1410]]","[[645, 720]]","[[615, 1410]]"
Kenichi Pacific,[],[],"[[675, 1305]]","[[810, 1440]]","[[0, 225], [420, 1440]]","[[0, 210]]","[[495, 750]]"
Hapuna-Coast Grille,"[[900, 1080]]","[[705, 1440]]","[[0, 135], [465, 1440]]","[[0, 60], [900, 975]]","[[900, 1080]]","[[480, 960]]","[[495, 1215]]"
Tidepools - Grand Hyatt Kauai,"[[1020, 1365]]","[[795, 1110]]","[[660, 735]]","[[1005, 1200]]","[[795, 1110]]","[[375, 570]]","[[735, 1230]]"
Merriman's - Poipu,"[[1065, 1440]]","[[0, 735], [1005, 1440]]","[[0, 60], [975, 1110]]","[[390, 1440]]","[[975, 1110], [0, 180]]","[[1065, 1440]]","[[0, 735], [525, 720]]"
Orchids at Halekulani,"[[0, 150]]","[[615, 1440]]","[[0, 150]]","[[855, 1440]]","[[0, 105], [615, 1440]]","[[855, 1440], [0, 150]]","[[0, 105], [615, 1440]]"
Miyako Japanese Restaurant,"[[660, 750], [0, 735]]","[[915, 1020]]","[[660, 750]]","[[540, 645]]","[[615, 1335]]","[[855, 1440]]","[[0, 75], [900, 1440]]"
SHOR American Seafood Grill at Hyatt Waikiki,[],"[[1005, 1440]]","[[0, 720], [660, 1365]]","[[1050, 1440]]","[[0, 90], [420, 1440]]","[[0, 210], [780, 1365]]","[[1020, 1320]]"
Cane & Canoe - Montage Kapalua Bay,"[[915, 1440]]","[[0, 720], [930, 1440]]","[[0, 60]]","[[465, 1440]]","[[0, 225], [645, 1290]]","[[945, 1380]]","[[870, 1410]]"
Monstera Noodles & Sushi,"[[420, 1260], [0, 195]]","[[705, 1440]]","[[420, 1260], [0, 120]]","[[540, 975]]","[[675, 1440]]","[[0, 195], [930, 1440]]","[[675, 1440], [0, 75]]"
Honu's on the Beach Restaurant,"[[765, 960], [0, 135]]",[],"[[855, 1440]]","[[0, 135], [675, 900]]","[[765, 960]]","[[930, 1440]]","[[855, 1440], [0, 765]]"
Ryan's Grill,"[[690, 720]]","[[420, 1170]]","[[750, 1095]]","[[375, 495]]","[[420, 1170]]","[[690, 720]]","[[690, 1380]]"
Kalaheo Steak and Ribs,[],"[[570, 690]]","[[720, 975]]","[[780, 1215]]","[[570, 690]]","[[945, 1020]]",[]
Imari Teppanyaki - Hilton Waikoloa Village,"[[855, 1425]]","[[585, 1110]]","[[330, 1050]]","[[405, 735]]","[[1035, 1110]]","[[405, 735]]","[[675, 1425]]"
Don the Beachcomber - Royal Kona Resort,[],"[[705, 1440]]","[[0, 225], [735, 1440]]","[[0, 75], [735, 1200]]","[[945, 1275]]","[[825, 1125]]","[[945, 1275]]"
Mimasuya Italiano of Kyoto,"[[375, 1410], [0, 180]]",[],"[[330, 1110]]","[[345, 480]]","[[915, 1395]]","[[855, 1440]]","[[0, 75], [915, 1440]]"
Lanai City Grille,[],"[[315, 1260]]","[[435, 735]]","[[990, 1440]]","[[0, 750], [1065, 1440]]","[[0, 195]]","[[600, 885]]"
Beach Tree at the Hualalai,[],"[[660, 945]]","[[735, 1440]]","[[0, 135]]","[[810, 1440]]","[[0, 195], [705, 1140]]","[[825, 990]]"
Makana Terrace - St. Regis - Hawaii,"[[1020, 1440]]","[[0, 750], [525, 915]]","[[945, 1050]]","[[1005, 1440]]","[[0, 120], [930, 990]]","[[375, 1095]]","[[360, 570]]"
Sam Choy's Kai Lanai,"[[870, 1395], [0, 75]]","[[480, 1425]]",[],"[[1035, 1335]]","[[1020, 1440]]","[[0, 195], [555, 600]]","[[900, 1440]]"
Pulehu an Italian Grill,[],"[[900, 1320]]","[[705, 1095]]","[[345, 1005]]","[[900, 1320]]",[],"[[705, 1140]]"
Pacific'O,"[[405, 600]]","[[660, 765]]","[[510, 1035]]","[[660, 765]]","[[765, 915]]","[[330, 675]]",[]
Ola at Turtle Bay,"[[330, 420]]","[[885, 1395]]","[[390, 1290]]",[],"[[405, 1440]]","[[0, 180], [330, 960]]","[[975, 1095]]"
Odoriko Restaurant,"[[405, 1050]]",[],"[[720, 1005]]","[[840, 1215]]","[[570, 1215]]","[[420, 840]]","[[1005, 1380]]"
Tortilla Republic,"[[0, 150]]","[[870, 1140]]",[],"[[480, 1440]]","[[0, 90], [690, 1440]]","[[0, 150], [405, 870]]","[[885, 1440]]"
Cafe Portofino - Marriott Kauai,"[[480, 555]]",[],"[[825, 1260]]",[],"[[765, 1440]]","[[0, 75], [435, 780]]",[]
The Plantation House Restaurant,"[[705, 735]]",[],"[[300, 1395]]","[[795, 1335]]","[[585, 900]]","[[705, 735]]","[[855, 1095]]"
Mediterranean Gourmet,"[[465, 1440]]","[[0, 120]]","[[645, 765]]","[[555, 1170]]","[[465, 1440]]","[[0, 120], [1035, 1095]]","[[555, 1170]]"
Shokudo - Honolulu,"[[0, 750]]","[[510, 990]]","[[810, 855]]","[[660, 1350]]","[[1050, 1200]]",[],"[[825, 1440]]"
Cafe Pesto - Kawaihae Harbor,"[[945, 1440]]","[[0, 765]]","[[510, 615]]","[[930, 1335]]","[[510, 615]]","[[855, 1440]]","[[0, 225], [420, 930]]"
Kauai Ono,"[[630, 1350], [0, 75]]",[],[],"[[480, 1305]]",[],"[[915, 1155]]","[[450, 1440]]"
The Grove - Kailua,[],"[[765, 1425]]","[[930, 1335]]","[[1065, 1350]]","[[945, 1440]]","[[0, 180], [750, 1440]]","[[0, 225], [435, 1155]]"
Rokkaku Ala Moana,[],"[[540, 690]]","[[630, 1095]]","[[735, 780]]","[[630, 975]]","[[960, 1290]]","[[780, 885]]"
Baci Bistro,"[[315, 510]]","[[450, 840]]","[[480, 765]]","[[930, 1440]]","[[0, 165], [855, 1440]]","[[450, 840], [0, 735]]","[[795, 1335]]"
Brasserie Du Vin,"[[780, 1080], [0, 195]]","[[945, 1065]]","[[600, 1395]]","[[945, 1065]]",[],"[[570, 1155]]","[[990, 1440]]"
Leilani's on the Beach - Kaanapali,"[[930, 1095], [0, 75]]","[[1020, 1440]]","[[0, 75], [855, 1365]]",[],"[[435, 1440]]","[[0, 75], [435, 765]]","[[435, 1440]]"
Formaggio Grill Kailua,[],[],"[[840, 1440]]","[[0, 165], [1020, 1440]]","[[0, 765], [450, 1050]]","[[585, 1260]]","[[855, 1050]]"
Leis Family Class Act Restaurant,"[[1035, 1110], [0, 75]]","[[930, 1020]]","[[1005, 1320]]","[[900, 1215]]","[[645, 765]]","[[900, 1215]]","[[1050, 1440]]"
Bistro Casanova,"[[1020, 1440], [0, 765]]","[[0, 165], [510, 1170]]","[[885, 1440]]","[[0, 765], [330, 1245]]","[[600, 780]]","[[1020, 1440]]","[[0, 165], [960, 1440]]"
Blue Dragon Restaurant,"[[345, 1170]]","[[960, 1125]]","[[570, 810]]","[[960, 1440]]","[[0, 135], [810, 1290]]","[[960, 1440]]","[[0, 135], [720, 780]]"
Pizzetta in Old Koloa Town,[],[],"[[525, 600]]","[[795, 870]]","[[915, 1110]]","[[1035, 1110]]","[[825, 1095]]"
Duke's Beach House Maui,"[[0, 135]]","[[885, 1185]]",[],"[[675, 1125]]","[[495, 600]]","[[750, 1035]]","[[990, 1440]]"
Plumeria Beach House,"[[825, 1425]]","[[540, 975]]",[],"[[855, 1185]]","[[450, 510]]","[[345, 495]]","[[855, 1185]]"
Restaurant Epic,"[[945, 1155], [0, 735]]","[[975, 1440]]","[[0, 735], [735, 1440]]","[[975, 1440], [0, 105]]","[[0, 735], [705, 1035]]","[[795, 930]]","[[975, 1440]]"
Joe's Bar & Grill,[],"[[735, 1125]]","[[945, 1440]]","[[0, 225], [615, 1440]]","[[0, 195], [1050, 1440]]","[[735, 1125], [0, 105]]","[[1035, 1140]]"
Cafe Pesto - Hilo Bay,[],"[[405, 1440]]","[[0, 60]]",[],"[[480, 1350]]","[[840, 1170]]","[[480, 1350]]"
Kauai Pasta Kauai,[],"[[975, 1035]]","[[435, 1005]]","[[360, 1005]]","[[435, 1005]]","[[495, 810]]","[[1065, 1305]]"
Casanova Makawao,"[[900, 1245]]","[[780, 1275]]","[[420, 1440]]","[[0, 165], [975, 1140]]","[[900, 1245]]","[[420, 1440]]","[[780, 1275], [0, 165]]"
Buca di Beppo - Honolulu,"[[315, 450], [0, 225]]",[],"[[675, 1440]]","[[0, 135], [300, 1440]]","[[0, 90], [1050, 1440]]","[[0, 75], [1020, 1440]]","[[0, 105], [420, 1440]]"
North Shore Kula Grille,"[[1050, 1440]]","[[0, 150], [420, 1080]]","[[1050, 1440]]","[[0, 150], [420, 1080]]","[[375, 480]]","[[885, 930]]","[[795, 1200]]"
Plantation Gardens,"[[720, 1110], [0, 60]]","[[765, 915]]","[[1050, 1410]]","[[645, 735]]","[[630, 1440]]","[[0, 195], [465, 1035]]","[[885, 1440]]"
Market Fresh Bistro,"[[645, 990], [0, 75]]","[[960, 1230]]","[[840, 1440]]","[[0, 150], [975, 1440]]","[[0, 75]]","[[525, 735]]","[[975, 1440]]"
Tiki's Grill & Bar,"[[345, 1440], [0, 90]]","[[0, 195], [810, 915]]","[[510, 1260]]","[[420, 735]]","[[690, 960]]","[[810, 1170]]","[[720, 1440]]"
Grand Cafe & Bakery,"[[0, 195]]","[[675, 1215]]","[[465, 1230]]","[[690, 1335]]","[[645, 1035]]","[[690, 1335]]","[[960, 1440]]"
Island Lava Java Bistro,[],"[[1050, 1110]]","[[735, 1440]]","[[0, 120], [420, 540]]","[[435, 825]]","[[540, 1260]]","[[420, 540]]"
Hula Grill - Kaanapali,"[[0, 135]]","[[540, 720]]","[[1065, 1440]]","[[0, 105], [675, 1440]]","[[0, 180], [1020, 1440]]","[[0, 750], [945, 1035]]","[[1020, 1440]]"
Tiki Terrace (Ka'anapali Beach Hotel),"[[660, 1260]]",[],"[[330, 1050]]","[[345, 675]]",[],"[[780, 1005]]",[]
Monkeypod Kitchen - Wailea,"[[510, 1440]]","[[0, 120], [900, 1440]]","[[510, 1440], [0, 225]]","[[0, 120], [960, 1170]]","[[510, 1440]]","[[0, 120], [600, 1245]]","[[675, 900]]"
Three's Bar & Grill,"[[525, 720]]","[[510, 795]]","[[555, 1095]]","[[510, 930]]","[[405, 1320]]","[[435, 1065]]","[[345, 1050]]"
Manoli's Pizza Company,"[[375, 1440]]","[[0, 210], [615, 885]]","[[690, 1080]]","[[450, 1080]]","[[645, 720]]","[[690, 1080]]","[[1020, 1095]]"
Cafe Sistina,[],"[[510, 720]]","[[1065, 1365]]","[[1005, 1440]]","[[0, 150], [720, 1185]]","[[1005, 1440]]","[[1065, 1365], [0, 150]]"
Kaunaoa Bar & Grill,"[[345, 1170], [0, 120]]","[[705, 960]]","[[735, 1440]]","[[0, 120], [1065, 1200]]","[[780, 1185]]","[[705, 960]]","[[735, 1440]]"
D'Amico's Italian Market Cafe - Katy,"[[570, 660]]","[[690, 1230]]","[[825, 1020]]","[[495, 1125]]","[[825, 1020]]","[[840, 1260]]","[[825, 1020]]"
Ibiza Food and Wine Bar,[],"[[945, 1155]]","[[750, 1260]]","[[795, 885]]","[[570, 765]]",[],"[[615, 660]]"
The Capital Grille - Houston - CityCentre,"[[315, 750], [0, 90]]","[[360, 1440]]","[[0, 75], [435, 720]]","[[315, 750]]","[[675, 1110]]","[[315, 750]]","[[780, 1440]]"
Perry's Steakhouse & Grille - Champions,"[[825, 1440], [0, 90]]","[[0, 120], [705, 1140]]","[[975, 1425]]","[[540, 1260]]","[[705, 1140]]","[[825, 1440]]","[[0, 120], [1005, 1440]]"
Post Oak Grill,"[[0, 120]]","[[540, 1065]]","[[870, 1155]]","[[1035, 1275]]","[[690, 1440]]","[[0, 120], [975, 1065]]","[[690, 1440]]"
Churrascos - River Oaks,"[[930, 975]]","[[660, 1020]]","[[615, 1410]]","[[450, 1440]]","[[0, 105], [600, 885]]","[[390, 525]]","[[660, 1020]]"
Seasons 52 - Westheimer,"[[615, 795]]","[[465, 960]]","[[945, 1020]]","[[975, 1065]]","[[885, 1200]]","[[465, 960]]","[[825, 1140]]"
Palm Restaurant - Houston,[],[],"[[630, 720]]",[],"[[735, 1125]]","[[900, 1440]]","[[630, 720], [0, 105]]"
Mascalzone,[],"[[660, 945]]",[],"[[630, 990]]","[[885, 975]]","[[810, 960]]",[]
The Capital Grille - Houston,"[[735, 1080]]","[[690, 1185]]","[[330, 1215]]","[[1065, 1320]]","[[675, 855]]","[[765, 1080]]",[]
Tony Mandola's,"[[330, 1125]]","[[300, 1020]]","[[585, 945]]","[[705, 1440]]","[[0, 135], [480, 1440]]","[[0, 180], [525, 1440]]","[[585, 945], [0, 165]]"
Churrascos - Westchase,"[[810, 1440]]","[[0, 735], [885, 1185]]","[[810, 1440]]","[[0, 735], [375, 990]]","[[885, 900]]","[[780, 1320]]","[[885, 900]]"
Kona Grill - Houston,"[[765, 1050]]","[[1020, 1395]]","[[675, 1440]]","[[0, 210], [900, 1365]]","[[660, 765]]","[[840, 1440]]","[[0, 735], [885, 900]]"
Antica Osteria,"[[0, 165]]",[],"[[900, 1320]]","[[630, 1440]]","[[900, 1320], [0, 180]]","[[585, 1380]]","[[1035, 1440]]"
Preview,[],"[[810, 960]]","[[390, 1410]]","[[810, 960]]","[[315, 1350]]","[[390, 1410]]","[[825, 1170]]"
Goode Co. Seafood - Katy Freeway,[],"[[795, 1215]]","[[765, 1185]]","[[375, 915]]","[[795, 1215]]","[[645, 1395]]","[[810, 1230]]"
Malibu Steak & Seafood,"[[780, 1035]]","[[1020, 1440]]","[[0, 75], [735, 1440]]","[[0, 90], [660, 720]]",[],"[[825, 870]]","[[990, 1335]]"
Ouisie's Table,[],"[[510, 1440]]","[[0, 180], [855, 1365]]","[[765, 780]]","[[765, 1440]]","[[0, 165], [945, 1440]]","[[0, 105], [510, 720]]"
Perry's Steakhouse & Grille - Cinco Ranch/Katy,"[[705, 1005]]","[[420, 1440]]","[[0, 105]]","[[525, 915]]","[[930, 1440]]","[[0, 120], [1020, 1170]]","[[990, 1125]]"
Rising Sun Sushi & Fusion Restaurant,"[[465, 750], [0, 735]]","[[795, 1440]]","[[0, 165], [1065, 1440]]","[[0, 180], [975, 1050]]","[[525, 750]]","[[750, 1200]]","[[810, 1440]]"
Radio Milano,"[[750, 915], [0, 105]]","[[600, 1440]]","[[0, 135], [1065, 1320]]",[],"[[990, 1080]]",[],"[[630, 1440]]"
Fleming's Steakhouse - Houston Beltway,[],"[[330, 735]]","[[375, 660]]","[[885, 1110]]","[[1005, 1140]]","[[960, 1035]]","[[555, 720]]"
Olympia Grill at Pier 21,[],[],"[[825, 1050]]",[],"[[435, 1410]]","[[765, 1440]]","[[0, 60], [945, 960]]"
RDG + Bar Annie,"[[420, 1050]]",[],[],"[[330, 840]]","[[840, 975]]","[[330, 840]]","[[855, 1350]]"
Gyu-Kaku - Houston,"[[750, 1275], [0, 195]]","[[390, 795]]","[[990, 1440]]","[[0, 120], [1020, 1335]]","[[870, 1305]]","[[390, 795]]","[[1065, 1440]]"
Vic & Anthony's Steakhouse - Houston,"[[885, 1065]]","[[390, 450]]","[[735, 1440]]","[[0, 720], [540, 1080]]","[[1065, 1290]]","[[885, 1065]]","[[390, 990]]"
Brennan's of Houston,"[[765, 1140]]","[[960, 1305]]",[],"[[645, 840]]","[[825, 1290]]","[[870, 1440]]","[[825, 1290], [0, 135]]"
Urban Kitchen,[],"[[420, 540]]","[[885, 1125]]","[[420, 540]]","[[915, 1005]]","[[405, 1155]]","[[360, 870]]"
Carmelo's Ristorante Italiano - Houston,[],"[[435, 570]]","[[330, 1065]]","[[615, 1050]]","[[870, 1440]]","[[0, 720], [315, 795]]","[[855, 915]]"
Buca di Beppo - Houston - Speedway,"[[825, 1005]]","[[915, 1440]]","[[0, 720], [450, 1050]]","[[585, 1440]]","[[0, 105], [810, 1440]]","[[0, 165], [960, 1185]]","[[405, 1410]]"
Mainly Drinks,"[[0, 150]]","[[600, 855]]","[[750, 765]]","[[900, 1440]]","[[600, 855], [0, 195]]","[[600, 885]]","[[630, 1440]]"
Meal Masters,"[[645, 960]]","[[705, 795]]","[[330, 1320]]","[[720, 795]]","[[315, 615]]","[[645, 975]]",[]
Cullen's,"[[525, 615]]","[[525, 795]]","[[720, 1305]]","[[525, 795]]",[],"[[975, 1440]]","[[0, 180], [780, 1125]]"
Ellen's Cafe,"[[1050, 1155]]","[[450, 945]]","[[915, 1065]]","[[780, 1425]]","[[705, 795]]","[[915, 1440]]","[[915, 1065], [0, 135]]"
Holley's Seafood Restaurant & Oyster Bar,"[[435, 1110], [0, 135]]","[[1050, 1440]]","[[0, 75], [1035, 1440]]","[[0, 765], [390, 1065]]","[[360, 1245]]","[[795, 1440]]","[[0, 120], [885, 1440]]"
Museum Park Cafe,"[[735, 1440]]","[[0, 135]]","[[690, 1185]]","[[735, 1440]]","[[0, 135], [975, 1365]]","[[885, 1395]]","[[375, 1050]]"
Facon Brazilian Steakhouse,[],[],"[[1035, 1410]]","[[885, 1440]]","[[1035, 1410], [0, 90]]","[[330, 420]]","[[525, 945]]"
Mi Cocina The Woodlands,"[[1005, 1440]]","[[0, 135], [300, 390]]","[[510, 1320]]","[[345, 810]]","[[600, 885]]","[[1005, 1440]]","[[0, 135], [795, 1185]]"
Fish & the Knife Sushi Bar,"[[345, 435]]","[[870, 1005]]","[[885, 1440]]","[[0, 750], [795, 1440]]","[[0, 60], [600, 1245]]","[[840, 1440]]","[[0, 105], [600, 1380]]"
Mo's a Place for Steaks - Houston,"[[840, 1050]]",[],"[[840, 1050]]",[],"[[615, 885]]","[[375, 915]]","[[615, 885]]"
Cyclone Anaya's - Rice Village,"[[0, 105]]","[[375, 1440]]","[[0, 135], [480, 765]]","[[375, 1440]]","[[0, 135], [480, 765]]","[[375, 1440]]","[[0, 135], [465, 1440]]"
Piatto Ristorante (Heights),"[[0, 60]]","[[750, 1440]]","[[0, 225], [390, 1440]]","[[0, 60], [840, 1215]]","[[390, 1440]]","[[0, 60], [915, 975]]","[[390, 1440]]"
Inn at Dos Brisas,"[[975, 1440], [0, 90]]","[[0, 750], [600, 765]]","[[600, 840]]","[[645, 1440]]","[[0, 75], [675, 1110]]","[[420, 735]]","[[990, 1440]]"
Américas - The Woodlands,"[[465, 1080]]","[[945, 1440]]","[[0, 765], [645, 1320]]","[[945, 1440]]","[[0, 765], [510, 1440]]","[[0, 75], [390, 1440]]","[[0, 165], [405, 1050]]"
Morton's The Steakhouse - Houston - Galleria,"[[705, 1350], [0, 225]]","[[720, 885]]","[[705, 1350]]","[[990, 1440]]","[[705, 1350], [0, 90]]","[[390, 420]]","[[600, 1440]]"
number 13,"[[750, 1095]]","[[810, 1215]]",[],[],"[[555, 735]]","[[795, 1440]]","[[0, 90], [405, 735]]"
Napoli Italian Galleria,"[[915, 1305]]","[[615, 1080]]",[],"[[435, 735]]","[[915, 1305]]","[[525, 1095]]","[[780, 1305]]"
Truluck's Seafood Steak and Crab House - Houston,"[[360, 720], [0, 165]]","[[465, 885]]","[[585, 720]]",[],[],[],"[[915, 1440]]"
McCormick & Schmick's Seafood - Houston,"[[390, 630]]","[[570, 1440]]","[[390, 630], [0, 150]]",[],"[[375, 705]]","[[540, 1365]]","[[660, 1170]]"
Da Marco,[],[],"[[975, 1350]]","[[930, 1440]]","[[0, 120], [615, 1440]]","[[0, 90], [1005, 1365]]",[]
Fogo de Chao Brazilian Steakhouse - Houston,"[[675, 765], [0, 150]]","[[735, 810]]","[[945, 1080]]","[[675, 765]]","[[330, 795]]","[[735, 810]]","[[795, 1440]]"
Morton's The Steakhouse - Houston - Downtown,[],"[[495, 1440]]","[[0, 60], [960, 1155]]","[[495, 1440]]","[[0, 60], [840, 1155]]","[[480, 915]]","[[735, 825]]"
Shula's Steak House - Hyatt Regency Houston,"[[465, 810]]","[[720, 720]]","[[795, 1425]]","[[705, 915]]","[[720, 720]]","[[570, 1125]]","[[705, 915]]"
Little Napoli Italian Grill & Bar,"[[1050, 1440], [0, 105]]","[[0, 225]]","[[675, 930]]","[[795, 1440]]","[[0, 750]]","[[945, 1095]]","[[900, 1440]]"
Perry's Steakhouse & Grille - Clear Lake,"[[495, 765]]","[[840, 1440]]","[[0, 765], [435, 780]]","[[315, 1065]]","[[435, 780]]","[[345, 615]]","[[435, 780]]"
Cyclone Anaya's - CityCentre,[],"[[360, 1410]]","[[765, 1395]]","[[390, 705]]","[[705, 1125]]","[[720, 840]]","[[465, 870]]"
Mark's American Cuisine,"[[945, 1110]]",[],"[[420, 765]]","[[465, 1425]]","[[945, 1110]]","[[900, 1200]]",[]
Pappas Bros. Steakhouse,"[[855, 1095]]","[[945, 1320]]","[[855, 900]]","[[615, 1260]]","[[945, 1320]]","[[1050, 1440]]","[[0, 120], [945, 1365]]"
Riondo's Ristorante,"[[555, 990]]","[[555, 1440]]","[[0, 180]]","[[315, 555]]","[[555, 1440]]","[[0, 180], [585, 1440]]","[[315, 555], [0, 135]]"
BCN Taste & Tradition,[],"[[525, 960]]","[[660, 1230]]","[[480, 1215]]","[[855, 1440]]","[[0, 135], [405, 1215]]","[[1065, 1170]]"
The Kemah Steak Company,"[[450, 735]]","[[660, 1245]]","[[915, 1260]]","[[540, 765]]","[[840, 1110]]","[[660, 1245]]",[]
The Pass,"[[615, 1440]]","[[0, 75], [915, 1140]]","[[465, 720]]","[[990, 1215]]","[[465, 720]]","[[660, 750]]","[[1065, 1125]]"
Harvest Organic Grille – Westchase District,"[[1050, 1440]]","[[0, 180], [510, 1125]]","[[1050, 1440]]","[[0, 180]]","[[1065, 1275]]","[[945, 1215]]","[[510, 1170]]"
Kabab Kahani,[],"[[765, 795]]","[[825, 915]]","[[615, 690]]","[[690, 1365]]","[[720, 1155]]","[[330, 585]]"
Ruth's Chris Steak House - Houston,"[[540, 615]]","[[840, 1140]]","[[645, 720]]","[[795, 1425]]","[[405, 1245]]","[[795, 1425]]",[]
Monarch @ Hotel Zaza,"[[450, 1275]]","[[945, 1440]]","[[0, 210], [375, 1440]]","[[0, 180], [1020, 1335]]","[[1005, 1200]]",[],"[[960, 1305]]"
